Source.Name,Column1,id,date,source,place,username,Content,hashtags,Likes,processed_text
burnleyEOS_analysisV1hashtag.xlsx,0,1.51112e+18,04/04/2022 23:02,"<a href=""https://newsnoon.com"" rel=""nofollow"">Newsnoon</a>",,media_newsnoon,"Teamtalk: It can happen; Dyche pinpoints reason for Everton woes ahead of crunch Burnley clash #burnley #everton #homepage
https://t.co/tpk4AP1O0o https://t.co/C7KmRkV30Z","['burnley', 'everton', 'homepage']",0,teamtalk it can happen dyche pinpoints reason for everton woes ahead of crunch burnley clash
burnleyEOS_analysisV1hashtag.xlsx,1,1.51108e+18,04/04/2022 20:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,AllAboutChelsFc,Arsenal is having a stinker and I love it . Crystal Palace deserve the 3 points revenge for Arsenal taking a point last year. #Brentford #ARSCRY #Gunners #COYG #Vieira #Edouard #AFC #ARSCRY #PremierLeague #Chelsea #top4 #Burnley,"['Brentford', 'ARSCRY', 'Gunners', 'COYG', 'Vieira', 'Edouard', 'AFC', 'ARSCRY', 'PremierLeague', 'Chelsea', 'top4', 'Burnley']",0,arsenal is having a stinker and i love it  crystal palace deserve the 3 points revenge for arsenal taking a point last year
burnleyEOS_analysisV1hashtag.xlsx,2,1.51105e+18,04/04/2022 18:54,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,Themisburnley,"Earn £225 per week while training -
The growing @BHPUK in #Burnley have a Sales Administration opportunity.

Gain an advanced qualification in
? Processing Sales Enquiries
? Entering data in CRM systems
? Attending trade exhibitions

Contact our team - themis@burnley.ac.uk https://t.co/TvxV65XTV9",['Burnley'],4,"earn 225 per week while training 
the growing  in  have a sales administration opportunity

gain an advanced qualification in
 processing sales enquiries
 entering data in crm systems
 attending trade exhibitions

contact our team  themisacuk"
burnleyEOS_analysisV1hashtag.xlsx,3,1.51105e+18,04/04/2022 18:45,"<a href=""https://icdb.tv"" rel=""nofollow"">ICDB2022</a>",,ICDb_tv,Norwich City vs Burnley is on BBC RADIO 5 LIVE. With commentary from Conor McNamara. Co-commentator is Chris Sutton. Coverage presented by Steve Crossman.  For more details see https://t.co/H4rOMZ9Vxi #NorwichCity #Burnley #BBCRADIOLIVE,"['NorwichCity', 'Burnley', 'BBCRADIOLIVE']",0,norwich city vs burnley is on bbc radio 5 live with commentary from conor mcnamara cocommentator is chris sutton coverage presented by steve crossman  for more details see
burnleyEOS_analysisV1hashtag.xlsx,4,1.51104e+18,04/04/2022 18:08,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,SorareTeachr,"Burnley and Sorare fans, does anyone know what the situation would be for Weghorst and/or Cornet if Burnley is relegated from the EPL? Thinking about picking up their cards if they stay with Burnley through the Championship season #Burnley #Sorare","['Burnley', 'Sorare']",1,burnley and sorare fans does anyone know what the situation would be for weghorst andor cornet if burnley is relegated from the epl thinking about picking up their cards if they stay with burnley through the championship season
burnleyEOS_analysisV1hashtag.xlsx,5,1.51101e+18,04/04/2022 16:12,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,BurnleyExpress,"Quality home care with friendly, local and qualified staff  this organisation can help with many care needs. They are also recruiting.
#AD #HelpingHandsCareHome #Burnley #NorthWest #Accrington #Blackburn #carers #homecare #recruiting
https://t.co/9uJGzparys","['AD', 'HelpingHandsCareHome', 'Burnley', 'NorthWest', 'Accrington', 'Blackburn', 'carers', 'homecare', 'recruiting']",0,quality home care with friendly local and qualified staff  this organisation can help with many care needs they are also recruiting
burnleyEOS_analysisV1hashtag.xlsx,6,1.51101e+18,04/04/2022 16:00,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,PCCU3,"On the hunt for some fun this week whilst your little chicks are off school? ??
Why not join in @charterwalk Easter Trail? Prizes include a giant egg, £50 love to shop voucher &amp; a free Easter egg for the first 200 entries
?? Collect a card (&amp; a stamp) from our #Burnley branch ?? https://t.co/zG0rgeeSAE",['Burnley'],3,"on the hunt for some fun this week whilst your little chicks are off school 
why not join in  easter trail prizes include a giant egg 50 love to shop voucher amp a free easter egg for the first 200 entries
 collect a card amp a stamp from our  branch"
burnleyEOS_analysisV1hashtag.xlsx,7,1.511e+18,04/04/2022 15:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,AndrewUllah,"Superb win for the Villa On This Day 1964 @AVFCOfficial 2 (Hateley 2) @BurnleyOfficial 0. Attendance 14,296 #astonvillafootballclub #astonvillafc #astonvilla #AVFC #VillaPark #Burnley #TonyHateley https://t.co/Cn0qg0EGEd","['astonvillafootballclub', 'astonvillafc', 'astonvilla', 'AVFC', 'VillaPark', 'Burnley', 'TonyHateley']",4,superb win for the villa on this day 1964  2 hateley 2  0 attendance 14296
burnleyEOS_analysisV1hashtag.xlsx,8,1.51099e+18,04/04/2022 14:25,"<a href=""https://www.newsondemand.in"" rel=""nofollow"">NewsOnDemand</a>",,NewsOnDemand_in,"#PremierLeague: #Burnley hold Man #Utd to a 1-1 draw, #Newcastle thrash #Everton.
https://t.co/5ENwocMTTa","['PremierLeague', 'Burnley', 'Utd', 'Newcastle', 'Everton']",0,hold man  to a 11 draw  thrash
burnleyEOS_analysisV1hashtag.xlsx,9,1.51098e+18,04/04/2022 14:09,"<a href=""https://socialoffice.attb.co/"" rel=""nofollow"">SocialOffice</a>",,BurnleyJobs,"Cleaner
Part Time Cleaner Post £9.00 per hour
15 hours 06:00 am  9:00 am Monday  Friday
52 Weeks per Year
We are looking for an enthusiastic, flexible, team player to unde... #Burnley #BurnleyJobs #UKJobs
https://t.co/AZJ5Ef8EMZ","['Burnley', 'BurnleyJobs', 'UKJobs']",0,"cleaner
part time cleaner post 900 per hour
15 hours 0600 am  900 am monday  friday
52 weeks per year
we are looking for an enthusiastic flexible team player to unde"
